content,score,label
Aplikasi yqng tidak melindungi konsumen jika ada kerusakan atau konsumen dirugikan pilih proteksi ajukan klaim tidak ada dimenu nya bagaimana ini rugi kita saya liat toko yang dilaporkan pun tidak ada teguran dan masih berjualan,1,negatif
Ketik kata kunci (misal: promosi berlangsung) Isu Terkait Pilih Transaksi Lain 30 Jun 2026 Selesai product-img Sepatu Sneaker Pria Hitam Putih dengan Desain Modern dan Nyaman untuk Aktivitas Sehari-hari 1 barang Total:Rp104.399 Temukan solusi di artikel saya saran kan jgn pernah beli toko produk ini tidak amana/penipu,1,negatif
toko payah toko gak bermutu cuma mau tarik dana aja proses nya lama kya mau pinjol gak kaya Shopee dan lazada huh lemah tutup aja selamanya,1,negatif
nyoba,4,positif
"Woi tolong kembalikan uang saya, saya sudah bayar tapi pesanan tidak diproses dan saldo saya sudah terpotong. Sudah komplain ke cs pun dijawab formalitas saja, padahal nominalnya tidak besar.",1,negatif
belanja unik,5,positif
matap,5,positif
"pesanan dibatalkan penjual, namun belum bisa si tarik uangnya, apk sudah diperbarui padahal. bagaimana ini...",3,netral
sering eror lah,1,negatif
saya sangat suka aplikasi ini.,5,positif
baik,5,positif
tolong dong bilang aja gak ikhlas ngasih voucher udah dapet murah mau chekout malah gak bisa tolong dong perbaiki,3,netral
sering error,1,negatif
sering error. dan gk lengkap. masa raket ajh gk ada. barang sering gk nyampe alamat. kacau pokonya.,1,negatif
tempat belanja online terbaik sejak dulu hingga sekarang tidak pernah berubah,5,positif
"payah, bikin promo aja nipu,, bilang diskon, eh totalnya malah bertambah, belajar gi sama toko sebelah",1,negatif
"Setelah Update,,Kenapa Gak bisa Cari Barang yaa...Aneeeh..",2,negatif
pencarian barang sering tidak ditemukan.... padahal di toko online lain bisa dtemukan dengan kata kunci yang sama.... lama-lama bisa pindah toko nih kalau seperti ini terus...,3,netral
mudah penggunaan aplikasi,5,positif
"Kenapa Saat saya search Handphone Oppo Reno 14 Pro 5g‼️ Halaman di Tokopedia oops produk gak di temukan, ganti kata kunci?! Kok makin ribet yaa sudah di update ke 7.7 . Kecewa saya dengan Tokopedia aka Toko pihak ke dua makin belanja di sini",1,negatif
menyenangkan banyak bonus dan gratis ongkire,5,positif
aplikasi tll,1,negatif
nge buggg teroooooos,1,negatif
sekarang toko ra genah.vocher kok raiso di klam.... gak kaya aplikasi sebelah.gak perlu klam apapun dp potongan + gratis onhkir.,1,negatif
tambah tidak jelas... CS nya juga gak gercep kayak dulu..,1,negatif
"promony pura pura💜🥰 (pnggna bru masa ga diskon, MINIMAL DISKON DONG)",2,negatif
kupon gabisa di pake,1,negatif
bagus,5,positif
Tokopedia Sukses selalu 🙏👍 7.7 2026,5,positif
Good Marketplace,5,positif
maaf saya uninstall kecewa,1,negatif
Aplikasi ribet Nahan nahan saldo.,1,negatif
PHK massal... kacian deh,1,negatif
"Fitur Tokopedia Play buat lihat review produk lewat video. Ada Power Merchant, cicilan 0%, dan Tokopedia Care yang respon cepat.",5,positif
cacat kode verifikasi ga kekirim kirim benerin woi,1,negatif
kagak jelas sudah muncul iklan waktu nonton dracin mana di suruh masuk apk nya,1,negatif
Selalu banyakin Diskon dan Promo ya Tokped 😀,5,positif
"uang lama kembali, terpaksa harus dibelanjakan, setelah ini gue hapus ini aplikasi",1,negatif
apk jelek banyak penjual / oknum oknum nakal. pihak Tokopedia harus lebih tegas,1,negatif
"mau logg in, ga bisa...... verifikasi lewat SMS malah gak dikirim kirim.......!",1,negatif
Toped sekarang kacau gak bisa fitur COD padahal barang prosedurnya bisa cod tapi pas ckout gak bisa saya tanya selernya katanya akun saya bermasalah kacau kacau mania,2,negatif
diskon pengguna batu telek,1,negatif
cepet,5,positif
"voucher tidak bisa diklaim di tokopedia padahal voucher tersebut memenuhi syarat, lapor ke bagian cs tidak ada kejelasan.",1,negatif
"tokpedia mantap bgt promoannya, insya Allah tokonya amanah😇pelayanan baik dan ramah🫶🏻",5,positif
awas kegocek diskon wkwkwk,2,negatif
"Perusahaan Aplikasi sebesar Tokopedia masa sering banget error apk nya, mau lacak pesanan doang gabisa. Hebat👍.",1,negatif
top,5,positif
kebanyakan toko yg ga niat jualan disini,1,negatif
Jelek,1,negatif
"Rugi banget beli TOKOPEDIA PLUS 150rb, vouchernya kaga bisa dipake cokkk 😂",1,negatif
Tidak di rekomendasikan,1,negatif
oklah,5,positif
Diskonnya membinggungkan. Harga nya jadi normal di halaman pembayaran,1,negatif
ok,5,positif
sangat praktis belajar cukupdirumah ajah,5,positif
"Mau beli tapi error terus, ga bisa diandalkan",1,negatif
bgus,5,positif
"Voucher tidak bisa dipakai,ongkir terlalu mahaln",2,negatif
Sangat bagus,5,positif
"sy pke apk ini gabisa sistemnya error trs, padahal baru download blm di belanjain sama sekali, tp voucher nya kalo mau dipake error trs.",1,negatif
mantap,5,positif
sering banget lewat dari estimasi,1,negatif
Cakep,5,positif
Nice,5,positif
"aplikasi nya aneh vaucher tidak bissa di pakai saya jadi malas belanja online di sini,,,,,, PRANKK💜💜",4,positif
"masih lebih baik toko sebelah, ini lebih parah kompalin tidak pernah selesai👍👍👍 barang tidak tau larinya kemana",1,negatif
"maaf harus uninstall, pengiriman lama, respon seller juga lama, kurir lama, selalu molor gak tepat waktu, selisih jam gitu masih bisa di maklumi, ini molor hitungan hari 😪, sayang sekali, padahal produk anak negeri 😔😩, kurir lebih prioritas sama T*k t*k 🥱",5,positif
Bagus,4,positif
woooooooooh aplikasi nya bagus banget anjiiiing gua baru mau nyoba mesen dapet harga murah banget jiiiiiiing. saran buat yg mau download Tokopedia download aja gak rugi belanja sini,5,positif
Beli belum sukses promonya hilang,1,negatif
"mohon di fix utk voucher pengguna baru, saya menggunakan akun baru dan perangkat baru yang tidak tertaut ke ponsel lama, namun akun saya terdeteksi tidak sesuai s&k, padahal akun dan perangkat saya masih baru dan belum pernah melakukan pemesanan, dan voucher malah tidak bisa digunakan. tolong untuk segera diperbaiki🙏",2,negatif
tokopedia joosss,5,positif
kenapa gabisa co sih tokped padahal jaringan lancar jaya,3,netral
"Kecewa. Download aplikasi karena promo pengguna baru, voucher sempat bisa dipilih tapi saat checkout malah error dan diminta belanja tanpa voucher, padahal suda memenuhi syarat bahkan blnja pertama sampai 300k lebih. Pengalaman pertama kurang memuaskan tolong di perbaiki sistem checkout nya terimakasih.",1,negatif
"Alhamdulillah SGT membantu dlm beli produk, pengiriman cepat, berkwalitas",5,positif
top,5,positif
"banyak alesan katanya promo pelanggan pertama tapi pas co promo gk laku, niatnya baik apa stress sih gw dari tadi pindah toko dari shopee sampe sini sama aja shopee haus uang sini kikir promo",1,negatif
hapus aja si saran gua ni aplikasi katanya bakal membantu indonesia buat naikin rupiah nyatanya malah rusak hadeh,1,negatif
sangat mengecewakan skrg tokopedia sistemnya sgt buruk..terllu mudah batalkan pengiriman..trs sgt sulit untuk mengambil uag kita kembali..sgt riber..dlu tdk sprti itu.,1,negatif
"join misi festival bola dapet voucher 50k tapi gak ada sama sekali voucher masuk, dikomplain balesnya lama banget diproses diproses. giliran dibales bilangnya voucher kedaluwarsa. apanya yang kedaluwarsa.. masuk aja gak itu voucher, minta kompensasi juga gak dikasih. buruk banget pelayanan mu. pantes mau bangkrut",1,negatif
oke banget,5,positif
cukup puas,5,positif
Promonya hilang waktu mau bayar,1,negatif
"apk gajelas njir baru download tokped trs mau belanja pake voucher pengguna baru tapi gabisa dipake huft, katanya disuruh belanja tanpa voucher hadeh. tlong perbaiki deh biar banyak pengguna nya",3,netral
"apasih ini. tertera ada promo. pas dipakai malah promonya suruh ngilangin. padahal aku udah ngejar promo nya . kalau gk bisa ya gak usah promo""an lah. ujung""nya malah lebih mahal dari pada harga yang tertera",1,negatif
"mau beralih dr toko oren ke tokopedia,di topet malah tambah buruk,pesanan gk di kirim2 sama penjual,penjual di chat jg gk respon atau balas chat,klo sampe jatuh tempo pengiriman n ad pembatalan otomatis ya auto uninstal aja",2,negatif
bagusss,5,positif
Pencarian product sering time out,1,negatif
dari pagi sampe sekarang gak bisa di akses nih tokped. di oc di hp sama wae,1,negatif
mantaapp,5,positif
jujur nih Tokopedia berkembang pesat dari pada si oren🔥,5,positif
telalu mantap,5,positif
BUAT APA ADA PROMO KALO GABISA DIPAKE ANEH STRES SIA MUN SAKIRANA MAH TE NIAT GEUS TONG NYIEN TOKO ONLINE ..,1,negatif
mau tarik saldo tidak bisa keterangannya suruh update aplikasinya padahal aplikasi update terus.. aplikasi konyol tiap mau tarik saldo ada aja gebrakannya,1,negatif
"pake tokopedia ga nyesel, byk promo",5,positif
Aplikasi pencuri. voucher hangus. Saldo hasil refund pesanan yang di batalkan tidak bisa ditarik. pantas gulung tikar. tidak profesional,1,negatif
Sudah bayar. tapi dibatalkan karena stoknya habis. pembayaran Via transfer. dana tidak bisa di tarik kalau tidak verifikasi akun pke KTP. voucher juga hangus. Jujur saya langsung uninstall. sangat kecewa,1,negatif
mantap,5,positif
"ada voucher, jadi aku beli leci 2 kaleng cuma 27k. dua² kosong paket kemasan bagus bgt tp isinya kaleng enteng busuk bgt. komplen, disuruh balikin. Gk ada pick up adany cuma 1: self arrange. sy byr org bwt anter ke kurir plus byr kurir. seller tdk ada no telp, saya minta tdk dikasih, CS suruh sy cantum nomor sy jd sy suruh orgny cantum nomor sy. hasilnya, alamat penjual tdk ketemu. rugi? yes 47ribu. asurasi? gak berguna. trus, kl terima brng busuk hrs iklas? jgn komplen? APP PENDUKUNG PENIPU!",1,negatif
"dh mahal nunggu 2 hari ehh malah pengiriman failed,baru juga pertama kali belanja di sini",2,negatif
aplikasi lawak baru daftar di kasih promo malh gk bisa co gk ikhlas aplikasinya,1,negatif
saya habis mengalami pembajakan akun dan kehilangan uang 500.000. lalu saya hubungi tokopedia care untuk meminta bantuan. tapi beberapa lama kemudian akun tokopedia saya di nonaktifkan. hati2 ya guys saya rasa ini ada orang dari tokopedia itu sendiri yg melakukan pembajakan akun.,1,negatif
mantap simple real cepat,5,positif
Mantap,5,positif
aplikasi sampah,1,negatif
voucher pengguna pertama ga bisa di pakai kacau ini apk,1,negatif
bagus,5,positif
tolong balikin refund dana saya,1,negatif
good,5,positif
"gajelas, pdhl baru pertama kali download, gbs kebagian diskon pengguna baru. ""promo tidak berlaku""",1,negatif
"kurirnya tolol tolol , gak kayak kurir shopee ,",1,negatif
Sampah fitur tarik saldo sekarang dipersulit. Selalu dibatalkan sepihak ketika belanja.,1,negatif
kok jadi ada ongkiran sih katanya gratis ongkir tolong dong jadi gratis ongkiran yang admin Tokopedia 🙏🏻🙏🏻🙏🏻,3,netral
"pengguna baru dikasih diskon harga jadi murah pas di checkout ga bisa,terus langsung hilang promonya dan berubah harganya jadi harga aslinya, padahal belum dipakai aneh banget.",2,negatif
"sangat membantu, keren..",4,positif
mantap banyak promo yg kita dapati... kedepannya perbaiki apk nya kadang kadang suka lag keluar sendiri,5,positif
kadang lemot atau crash image,3,netral
"ROBERT ASLI ganti no hape aja harus kyc KTP.. refund saldo masuk masuk saldo TokopediaCare mau tarik uang harus 50000 , mau tarik uang harus ada otp, ganti kartu harus kyc.. ribet super ribet nyusahin",1,negatif
top,5,positif
"ini mksdnya bagai mana sihh,sering amat pesanan di batalin Mulu,saldo ketahan,giliran mau di tarik harus verifikasi KTP segala,bikin ribet aja,dulu mah gampang,tarik tinggl tarik,,tolong dong di perbaiki lagi,kaga usah ngadain promo KLO ujung"" di batalin ,skrg malah lebih enak si orange",4,positif
Ubah nomor telepon aja susah banget,1,negatif
"maasya Allah seneng belanja di toped apalagi pake pay laternya bnyk promo, tenkyu toped sukses always 👌",5,positif
Ko ga bisa ngasih ulasan produk ya?,5,positif
sampah loh,1,negatif
amazing,5,positif
Joss banget,5,positif
"👍👍👍Tak kalah dengan yang lain, Tokopedia kini makin lebih okey👍👍👍👍👍",5,positif
terima kasih toko pedia selalu memberi diskon yang menarik😊🙏🙏👍👍,5,positif
udah mirip kayak Tiktok Shop,2,negatif
"isi etoll suka gagal!, duit kedebet, saldo etoll gagal gak keisi. refund susah, dana refund setelah ada selalu gagal terus buat ditarik. isi etoll disini bikin rugi suka eror. gk rekomend pokoknya !",1,negatif
"kecewa banget sama Tokopedia, lama-lama kayak aplikasi penipuan. suami sy dari dulu belanja disini.. udh hampir 2 minggu blnja brng dgn harga Rp 1,5 juta lngsng byr..sehari stlh d byr, dibatalin dgn alasan brng kosong. tapi sampai skrng uang nya blm di kembalikan.. klu di tanya trs aja suruh verifikasi. parah bngt 😡",1,negatif
sangat bagus,5,positif
kalo ga niat ngasih voucher gausah ngasih,1,negatif
"bagus banget love deh barang murah"" kualitas bagus semua transaksi gampang",5,positif
ada voucher gak bisa dipake mending pake Shopee,1,negatif
"aplikasi scam katanya pengguna baru dikasih promo, malah gak bisa di pake promonya, aplikasi aneh scam",1,negatif
Promonya ga bisa dipakai,1,negatif
Mau belanja malah promonya ga berlaku ya udah ga jadi,1,negatif
"pengiriman sameday 3 hari baru nyampe, mungkin kalau pengiriman instan 2 hari kemudian baru sampai. pengiriman biasa bisa 1 Minggu baru sampai. payah sistem pengiriman nya",1,negatif
"tokopedia belanja murah, pengiriman cepat , paket pack ing aman berkualitas.",5,positif
enak banyak voucher nya,5,positif
trima kasih bwt tokopedia dn payleter y sya sangtt seng belja dn mengunakan fiktur payleter y mga sukses slu.,5,positif
yaa bagus,5,positif
top markotop,5,positif
hebat banget,5,positif
aplikasi terlalu besar,3,netral
ok mantab,5,positif
"apk nya tolong di perbaiki, makin eror aja sekarang,, parah banget min",1,negatif
promo pengguna baru gabisa d pake wkw kocak,1,negatif
"makin kesini tambah parah, di batalkan penjual tapi saldo tidak bisa di tarik lagi ke gopay dan tidak bisa di belanjakan lagi",1,negatif
Belanja di toped nyaman bgt,5,positif
"apk burung,gak guna",1,negatif
"Toped sudah sehat kembali semoga tidak kambuh,barang² hobby outdoor cuma ada disini walau dg kata samar,mantap.",5,positif
ribet benar pengembalian dana refun.banyak x tekbengek tidak bisa otomatis balek uang. aplikasi disuruh update tapi di playstore tidak ada update. coba contoh shopy dana refund outo balek ke rekening. blajar dari shoopy biar pinter dikit balek dana orang pake sistem otomatis lah. udah ada pemotongan menunggu dana balek berhari2. ngak propesional berbisnis untung Klian rugi konsumen terzalimi lagi.,1,negatif
bagus,5,positif
kecewa tidak bisa pakai akun gopay later buat belanja,3,netral
keracunan temen karna diskonnya gede gede😍😍,5,positif
ada promo pengguna baru tapi tidak bisa di pakai padahal belum di pakai,1,negatif
"sudah dua minggu ini sering error, display tidak bisa dibuka, sulit dibuka aplikasinya jadinya repot mau bertransaksi.",3,netral
bagus,5,positif
"Untuk pengiriman di kec. Air Salek saya kecewa banget, Lama, gak jelas dan gak ada konfirmasi lagi dari JNT nya ke kami Estimasi sama pengiriman gak sesuai. seharusnya kalo paket nya lama dkirim Pihak JNT konfirmasi lah tapi ini nggak, masa ya kami nungguin 1 paket sampai 3 hari karena status nya dikirim. parah² JnT.",1,negatif
mantap,5,positif
"sudah beberapa kali order beda toko, pesanan di prosesnya lama banget. gak gercep (cekout tanggal sekian, di proses 5 hari setelah pemesanan) kayak banyak seller yang gak niat jualan apa gimana.",2,negatif
"tidak bisa membayar pesanan ketika di co,ada tulisan promo tidak bisa dipakai padahal waktu promonya masih ada",1,negatif
bagus,4,positif
kenapa pengiriman lama sekali ke kalteng bisa 2 Minggu sudah 4 kali barang saya di kembalikan kurir tanpa pemberitahuan....,4,positif
"jelek banyak bug nya, saldo ga bisa diambil.... mau bangkrut kayanya ni aplikasi, males urusan lagi takut ntar saldo ga bisa diambil",1,negatif
sangat baik,4,positif
"sama kayak sebelah bangke,banyak kali iklan nya padahal apk nya udah di instal ngerjain tugas pun muncul terus ni iklan,padahal apk nya udah di instal",1,negatif
tolong dong pihak toko pedia supaya memerhatikan lagi untuk logistik barang saya sudah 2 kali pesan barang tadi tidak ad yang Sampai padahal alamat dan nomer telfon semuanya tidak ada yang salah,1,negatif
"apk ampas, mau ambil promo penguna baru aja ribet amat (awalnya bisa cod waktu di co malah gabisa COD, terus promo masih ada waktu 7jam waktu di COD malah ada notif promo tidak berlaku)",1,negatif
"Tidak bisa upload video di chat, sangat menyebalkan",1,negatif
lumayan,4,positif
"Tolong perbaiki bagian obat yang memerlukan resep, bagian konsultasi jangan ditampilkan dibagian awal buka produknya. Kembalikan seperti dulu lagi, sebelum checkout wajib upload resep obatnya. Terima kasih semoga ada perubahan.",1,negatif
